DATE;CHANNEL;PROGRAM;LEVEL1;LEVEL2;SECTOR;CATEGORY;ADVERTISER;PRODUCT;COPY;ADS_TYPE;SEGMENT;POSITIONS;START_TIME;END_TIME;DURATION;COST;REMARK;TITLE
2/20/2018;ANTV;5V WANITA HARIMAU SANTET II;Movie;Movie:Horror/Mystery/Thriller;SERVICES - CORPORATE & PUBLIC SERV ADV;PUBLIC SERVICE ADVERTISEMENT (PSA);PUBLIC SERVICE AD (PSA);PUBLIC SERVICE AD (PSA);INDONESIA RAYA (95);LOOSE SPOT;1;1;3:25:32;3:27:02;0:01:30;105000;;
2/20/2018;ANTV;SELAMAT PAGI NUSANTARA;News;News:Hard News;INDUSTRIAL PRODUCTS;BUILDING MATERIAL;NIPSEA PAINT;NIPPON ELASTEX - COATING PAINT;PAWANG E/PRIA&WNT/TERLABIL(15);LOOSE SPOT;1;1;4:20:45;4:21:00;0:00:15;15000;;
2/20/2018;ANTV;SELAMAT PAGI NUSANTARA;News;News:Hard News;SERVICES - RETAIL;FAST FOOD;PIZZA HUT;PIZZA HUT - FAST FOOD;SENS D/2PRIA&2WNT/PLHN/39RB(15;LOOSE SPOT;1;2;4:21:00;4:21:15;0:00:15;15000;;
2/20/2018;ANTV;SELAMAT PAGI NUSANTARA;News;News:Hard News;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP NEWS J001;JEJAK KRIMINAL (15)  ANTEVE - PP NEWS J001;LOOSE SPOT;1;3;4:21:14;4:21:29;0:00:15;15000;;
2/20/2018;ANTV;SELAMAT PAGI NUSANTARA;News;News:Hard News;FOOD;INSTANT FOOD, INSTANT NOODLES;JOIN AD;SEDAAP,TORABIKA CAPPUCCINO;VIVA YOUTH FESTIVAL (15/P);LOOSE SPOT;1;4;4:21:30;4:21:45;0:00:15;15000;;
2/20/2018;ANTV;SELAMAT PAGI NUSANTARA;News;News:Hard News;SERVICES - RETAIL;FAST FOOD;PIZZA HUT;PIZZA HUT - FAST FOOD;SENS D/PRIA&WNT/PLHN/39RB (15);LOOSE SPOT;1;5;4:21:44;4:21:59;0:00:15;15000;;
2/20/2018;ANTV;SELAMAT PAGI NUSANTARA;News;News:Hard News;INDUSTRIAL PRODUCTS;BUILDING MATERIAL;NIPSEA PAINT;NIPPON ELASTEX - COATING PAINT;PAWANG E/2PRIA/TERPARNO (15);LOOSE SPOT;1;6;4:22:00;4:22:15;0:00:15;15000;;
2/20/2018;ANTV;SELAMAT PAGI NUSANTARA;News;News:Hard News;n.a.;n.a.;n.a.;n.a.;n.a.;LOOSE SPOT;1;7;4:22:14;4:22:44;0:00:30;25000;;
2/20/2018;ANTV;SELAMAT PAGI NUSANTARA;News;News:Hard News;NON-COMMERCIAL ADVERTISEMENT;MEDIA SELF PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - SELF PROMO;INDONESIA RAYA (100)  ANTEVE - SELF PROMO;LOOSE SPOT;2;1;4:28:00;4:29:45;0:01:45;87500;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP CHILDREN M001;MUNKI & TRUNK (30)  ANTEVE - PP CHILDREN M001;LOOSE SPOT;1;1;4:53:36;4:54:06;0:00:30;40000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP ENTERTAINMENT B001;BIKIN MEWEK (15)  ANTEVE - PP ENTERTAINMENT B001;LOOSE SPOT;1;2;4:54:06;4:54:21;0:00:15;24000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP INFORMATION E001;EKSPEDISI MERAH (15)  ANTEVE - PP INFORMATION E001;LOOSE SPOT;1;3;4:54:21;4:54:36;0:00:15;24000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP SERIES P001;PARDES (15)  ANTEVE - PP SERIES P001;LOOSE SPOT;1;4;4:54:36;4:54:51;0:00:15;24000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP ENTERTAINMENT P001;PESBUKERS (15);LOOSE SPOT;1;5;4:54:51;4:55:06;0:00:15;24000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP ENTERTAINMENT T001;TERANGKANLAH (15)  ANTEVE - PP ENTERTAINMENT T001;LOOSE SPOT;1;6;4:55:06;4:55:21;0:00:15;24000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP SERIES C001;CHANDRA NANDINI (15)  ANTEVE - PP SERIES C001;LOOSE SPOT;1;7;4:55:21;4:55:36;0:00:15;24000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP SERIES J001;JODOH WASIAT BAPAK (15);LOOSE SPOT;1;8;4:55:36;4:55:51;0:00:15;24000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP SERIES W001;WANITA PERINDU SURGA 2 (15);LOOSE SPOT;1;9;4:55:51;4:56:06;0:00:15;24000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;TOILET SOAP, LIQUID SOAP;RECKITT BENCKISER;DETTOL COOL - LIQUID BATH SOAP;WNT&ANAK LK/MANDI/BOLA (15);LOOSE SPOT;2;1;5:26:58;5:27:13;0:00:15;24000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;FOOD;CONFECTIONARY - COUGH DROPS;BOOTS HEALTHCARE;STREPSILS COOL - COUGH DROP;MENTHOL F/6MCM/ORG2/ANMS (30);LOOSE SPOT;2;2;5:27:13;5:27:43;0:00:30;40000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;INDUSTRIAL PRODUCTS;BUILDING MATERIAL;NIPSEA PAINT;NIPPON ELASTEX - COATING PAINT;PAWANG E/2PRIA/TERMALAS (15);LOOSE SPOT;2;3;5:27:43;5:27:58;0:00:15;24000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP SERIES U001;UMMI (15)  ANTEVE - PP SERIES U001;LOOSE SPOT;2;4;5:27:58;5:28:13;0:00:15;24000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;TOOTHPASTE, DENTAL CREAM, TOOTHBRUSH;UNILEVER;PEPSODENT - TOOTHPASTE;ANAK2&PRIA/CERITA/MONSTER(30/T;LOOSE SPOT;2;5;5:28:13;5:28:43;0:00:30;40000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;HOUSEHOLD PRODUCTS/SUPPLIES;OTHER CLEANSERS, POLISHERS, BLEACHERS;RECKITT BENCKISER;HARPIC POWER PLUS - LIQUID TOILET CLEAR;SHANNAZ&WNT/TOKO/8RB (15);LOOSE SPOT;2;6;5:28:43;5:28:58;0:00:15;24000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;DEODORANT, BODY ODOUR;UNILEVER;REXONA MOTION SENSE ADVANCED WHITENING -;WNT&ORG2/2LYR/KGTN/OLES (15);LOOSE SPOT;2;7;5:28:58;5:29:13;0:00:15;24000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;HOUSEHOLD PRODUCTS/SUPPLIES;OTHER CLEANSERS, POLISHERS, BLEACHERS;RECKITT BENCKISER;DETTOL 4 IN 1 MULTI ACTION - FLOOR CLEAN;2MCM/ANMS JERUK/1000 (15);LOOSE SPOT;2;8;5:29:13;5:29:28;0:00:15;24000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;DEODORANT, BODY ODOUR;UNILEVER;REXONA MOTION SENSE ADVANCED WHITENING -;WNT&ORG2/2LYR/KGTN/OLES (15);LOOSE SPOT;2;9;5:29:28;5:29:43;0:00:15;24000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;HOUSEHOLD PRODUCTS/SUPPLIES;LAUNDRY CLEANSER & CARE, FABRIC SOFT';RECKITT BENCKISER;VANISH WHITE - LIQUID STAIN REMOVER;2MCM/DONNA&ORG2/CUCI/BAJU (30);LOOSE SPOT;2;10;5:29:43;5:30:13;0:00:30;40000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;TOILET SOAP, LIQUID SOAP;RECKITT BENCKISER;DETTOL DEEP CLEANSE - LIQUID BATH SOAP;2MCM/2WNT/DEBU&POLUSI/BR (15);LOOSE SPOT;2;11;5:30:13;5:30:28;0:00:15;24000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;SERVICES - RETAIL;FAST FOOD;MCDONALD'S INDONESIA;MCDONALD'S - FAST FOOD;HAPPY M/ANMS/SNOOPY (15/P);LOOSE SPOT;2;12;5:30:28;5:30:43;0:00:15;24000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;OFFICE EQP'T, COMPUTER, COMMUNICATIONS;ONLINE SERVICES;TOKOPEDIA;TOKOPEDIA - ONLINE SHOP;WNT&ORG2/LAB/CERITA (30);LOOSE SPOT;2;13;5:30:43;5:31:13;0:00:30;40000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;MEDIA SELF PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - SELF PROMO;CINTAI INDONESIAMU (30);LOOSE SPOT;2;14;5:31:12;5:31:42;0:00:30;40000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;INDUSTRIAL PRODUCTS;BUILDING MATERIAL;NIPSEA PAINT;NIPPON ELASTEX - COATING PAINT;PAWANG E/PRIA&WNT/TERLABIL(15);LOOSE SPOT;2;15;5:31:43;5:31:58;0:00:15;24000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;HOUSEHOLD PRODUCTS/SUPPLIES;LAUNDRY CLEANSER & CARE, FABRIC SOFT';KAO;ATTACK PLUS SOFTENER - LIQUID DETERGENT;2MCM/ANMS/TETES/AIR (15);LOOSE SPOT;2;16;5:31:58;5:32:13;0:00:15;24000;;
2/20/2018;ANTV;MASHA AND THE BEAR(D03)(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP CHILDREN S001;SHIVA (15)  ANTEVE - PP CHILDREN S001;LOOSE SPOT;2;17;5:32:12;5:32:27;0:00:15;24000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;HAIR CARE PRODUCTS;UNILEVER;LIFEBUOY ANTI DANDRUFF - SHAMPOO;3MCM/KEL/BIANGLALA/FOTO/BR(15);LOOSE SPOT;1;1;6:02:00;6:02:15;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;FOOD;CEREALS, BREAKFAST FOOD;KAKAO MAS GEMILANG;ENERGEN - INSTANT CEREAL;5RS/KEL/SAPI/TUANG/MINUM (15);LOOSE SPOT;1;2;6:02:15;6:02:30;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;HOUSEHOLD PRODUCTS/SUPPLIES;LAUNDRY CLEANSER & CARE, FABRIC SOFT';WING'S;EKONOMI - CREAM DETERGENT;3MCM/2WNT&ANAK LK/CUCI/50 (15T;LOOSE SPOT;1;3;6:02:30;6:02:45;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP CHILDREN M001;MUNKI & TRUNK (15)  ANTEVE - PP CHILDREN M001;LOOSE SPOT;1;4;6:02:45;6:03:00;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;TOILET SOAP, LIQUID SOAP;RECKITT BENCKISER;DETTOL DEEP CLEANSE - LIQUID BATH SOAP;2MCM/2WNT/DEBU&POLUSI/BR (15);LOOSE SPOT;1;5;6:03:00;6:03:15;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;HOUSEHOLD PRODUCTS/SUPPLIES;OTHER CLEANSERS, POLISHERS, BLEACHERS;WING'S;SO KLIN LANTAI AROMATIC SPA - FLOOR CLEA;6MCM/KEL/BUNGA/MAIN/2LYR (15);LOOSE SPOT;1;6;6:03:15;6:03:30;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BABY & MATERNITY PRODUCT;RANGE OF BABY PRODUCTS;JOHNSON & JOHNSON;JOHNSON'S BABY - ALL BABY PRODUCT;2MCM/WNT&BAYI/MANDI/MAIN (30);LOOSE SPOT;1;7;6:03:29;6:03:59;0:00:30;45000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;FACIAL CARE PRODUCTS;UNILEVER;FAIR & LOVELY - SKIN LIGHTENING CREAM;2MCM/JESSICA&WNT/SNR/OLES(15/T;LOOSE SPOT;1;8;6:03:59;6:04:14;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;HOUSEHOLD PRODUCTS/SUPPLIES;LAUNDRY CLEANSER & CARE, FABRIC SOFT';WING'S;SO KLIN ROYALE PARFUM COLLECTION - FABRI;HOT S/3MCM/WNT/BUNGA/SCHT(15/P;LOOSE SPOT;1;9;6:04:15;6:04:30;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;TOILET SOAP, LIQUID SOAP;RECKITT BENCKISER;DETTOL COOL - LIQUID BATH SOAP;WNT&ANAK LK/MANDI/BOLA (15);LOOSE SPOT;1;10;6:04:30;6:04:45;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;FOOD;INSTANT FOOD, INSTANT NOODLES;JOIN AD;SEDAAP,TORABIKA CAPPUCCINO;VIVA YOUTH FESTIVAL (15/P);LOOSE SPOT;1;11;6:04:44;6:04:59;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;SERVICES - CORPORATE & PUBLIC SERV ADV;GOVERNMENT, POLITIC ORGANIZATION;JOIN AD;KEMENTERIAN KESEHATAN RI,JOHNSON & JOHNS;LULA K/IBU2&ANAK2/STUNTING(30);LOOSE SPOT;1;12;6:05:00;6:05:30;0:00:30;45000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;MEDICINES/PHARMACEUTICALS;ANTHELMINTICS;PFIZER;COMBANTRIN - ANTHELMINTICS;2MCM/ANAK2/MAIN/NYANYI (15);LOOSE SPOT;1;13;6:05:30;6:05:45;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;HOUSEHOLD PRODUCTS/SUPPLIES;LAUNDRY CLEANSER & CARE, FABRIC SOFT';WING'S;SO KLIN LIQUID - LIQUID DETERGENT;6KMS/INDY&ANAK2/MAIN/CUCI (15P;LOOSE SPOT;1;14;6:05:44;6:05:59;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;FOOD;CONFECTIONARY - COUGH DROPS;BOOTS HEALTHCARE;STREPSILS COOL - COUGH DROP;MENTHOL F/6MCM/WNT/ANMS (15);LOOSE SPOT;1;15;6:05:59;6:06:14;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;HOUSEHOLD PRODUCTS/SUPPLIES;LAUNDRY CLEANSER & CARE, FABRIC SOFT';RECKITT BENCKISER;VANISH WHITE - LIQUID STAIN REMOVER;2MCM/DONNA&ORG2/CUCI/BAJU (30);LOOSE SPOT;1;16;6:06:14;6:06:44;0:00:30;45000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;FOOD;INSTANT FOOD, INSTANT NOODLES;WINGSFOOD;SUKSES'S ISI 2 - INSTANT NOODLE;GRG AYAM K/SULE&ORG2/MKN (30);LOOSE SPOT;1;17;6:06:44;6:07:14;0:00:30;45000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BABY & MATERNITY PRODUCT;BABY SOAP;JOHNSON & JOHNSON;JOHNSON'S BABY BATH MILK+RICE - LIQUID B;3MCM/WNT&ANAK/MAIN/MANDI (15);LOOSE SPOT;1;18;6:07:14;6:07:29;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;HOUSEHOLD PRODUCTS/SUPPLIES;LAUNDRY CLEANSER & CARE, FABRIC SOFT';WING'S;EKONOMI - CREAM DETERGENT;3MCM/2WNT&ANAK LK/CUCI/50 (15T;LOOSE SPOT;1;19;6:07:29;6:07:44;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;FOOD;CEREALS, BREAKFAST FOOD;KAKAO MAS GEMILANG;ENERGEN - INSTANT CEREAL;5RS/KEL/SAPI/TUANG/MINUM (15);LOOSE SPOT;1;20;6:07:44;6:07:59;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP ENTERTAINMENT B001;BIKIN MEWEK (15)  ANTEVE - PP ENTERTAINMENT B001;LOOSE SPOT;1;21;6:07:59;6:08:14;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;TOILET SOAP, LIQUID SOAP;RECKITT BENCKISER;DETTOL - BATH SOAP;ORIGINAL/ORG2/TAMAN/MANDI (15);LOOSE SPOT;1;22;6:08:14;6:08:29;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;FOOD;INSTANT FOOD, INSTANT NOODLES;WINGSFOOD;SEDAAP - INSTANT NOODLE;RS SOTO/PRIA&WNT/PERPUS (15);LOOSE SPOT;1;23;6:08:29;6:08:44;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BABY & MATERNITY PRODUCT;BABY TALC/POWDER;JOHNSON & JOHNSON;JOHNSON'S BLOSSOMS - BABY POWDER;WNT&ANAK/USAP/MAIN (15);LOOSE SPOT;1;24;6:08:44;6:08:59;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;FACIAL CARE PRODUCTS;GARNIER;GARNIER SAKURA WHITE - FACE CARE;PINKISH G/2MCM/PEVITA&WNT (15);LOOSE SPOT;2;1;6:24:42;6:24:57;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;FRISO;FRISO GOLD - GROWING UP MILK;2MCM/ANAK LK&WNT/LOCKNUTRI(30);LOOSE SPOT;2;2;6:24:57;6:25:27;0:00:30;45000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;FOOD;DESSERTS, DESSERT INGREDIENTS;INDOFOOD INDONESIA;INDOESKRIM KUL KUL - ICE CREAM;3RS/MANGO/ANAK2/KELERENG (15);LOOSE SPOT;2;3;6:25:27;6:25:42;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP (PROGRAM PROMO) M001;MASHA & THE BEAR (15);LOOSE SPOT;2;4;6:25:41;6:25:56;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;TOILET SOAP, LIQUID SOAP;RECKITT BENCKISER;DETTOL DEEP CLEANSE - LIQUID BATH SOAP;2MCM/2WNT/DEBU&POLUSI/BR (15);LOOSE SPOT;2;5;6:25:57;6:26:12;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP ENTERTAINMENT P001;PESBUKERS (10);LOOSE SPOT;2;6;6:26:11;6:26:21;0:00:10;22500;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;FOOD;SNACKS, BISCUITS, COOKIES, CAKES;MAYORA;ROMA BISKUIT KELAPA - BISCUIT;REJEKI MILYARAN/KMS (05/S);LOOSE SPOT;2;7;6:26:22;6:26:27;0:00:05;13500;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;SARI HUSADA;SGM EKSPLOR 3 PLUS MADU - GROWING UP MIL;PRESINUTRI+/ANAK LK&IBU/RMH(15;LOOSE SPOT;2;8;6:26:27;6:26:42;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;FACIAL CARE PRODUCTS;UNILEVER;FAIR & LOVELY - SKIN LIGHTENING CREAM;2MCM/JESSICA&WNT/SNR/OLES(15/T;LOOSE SPOT;2;9;6:26:42;6:26:57;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;RANGE OF MILK PRODUCTS;FONTERRA BRAND INDONESIA;ANCHOR BONEETO - ALL MILKS;7KMS/ANAK PR&KEL/NYANYI/BR(30);LOOSE SPOT;2;10;6:26:57;6:27:27;0:00:30;45000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;HOUSEHOLD PRODUCTS/SUPPLIES;OTHER CLEANSERS, POLISHERS, BLEACHERS;WING'S;SO KLIN LANTAI AROMATIC SPA - FLOOR CLEA;6MCM/KEL/BUNGA/MAIN/2LYR (15);LOOSE SPOT;2;11;6:27:27;6:27:42;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;TEMPO SCAN PASIFIC;VIDORAN XMART - ALL GROWING UP MILK;3MCM/KEL/RMH/CAT (30);LOOSE SPOT;2;12;6:27:42;6:28:12;0:00:30;45000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;HAIR CARE PRODUCTS;LION WINGS;SERASOFT DANDRUFF TREATMENT - SHAMPOO;WNT/PG RMBT/DGA SERUM (15/T);LOOSE SPOT;2;13;6:28:12;6:28:27;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;FOOD;INSTANT FOOD, INSTANT NOODLES;WINGSFOOD;SUKSES'S ISI 2 - INSTANT NOODLE;GRG AYAM K/SULE&ORG2/MKN (15);LOOSE SPOT;2;14;6:28:27;6:28:42;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;TOILETRIES & COSMETICS;FACIAL CARE PRODUCTS;JOHNSON & JOHNSON;CLEAN&CLEAR ESSENTIAL FOAMING - FACIAL F;HANGGINI/CERITA/JALAN/8JAM(15);LOOSE SPOT;2;15;6:28:42;6:28:57;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;FOOD;CONFECTIONARY - COUGH DROPS;BOOTS HEALTHCARE;STREPSILS COOL - COUGH DROP;MENTHOL F/6MCM/WNT/ANMS (15);LOOSE SPOT;2;16;6:28:56;6:29:11;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;BEVERAGES;HEALTH DRINK;SINDE BUDI SENTOSA;LARUTAN PENYEGAR CAP BADAK - REMEDY DRIN;2MCM/KEL&ORG/MINUM/MBL (15);LOOSE SPOT;2;17;6:29:11;6:29:26;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;INDUSTRIAL PRODUCTS;BUILDING MATERIAL;AQUAPROF;AQUAPROOF - COATING PAINT;3KMS/KMS BERGERAK/PETA (15);LOOSE SPOT;2;18;6:29:26;6:29:41;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;MEDICINES/PHARMACEUTICALS;STOMACH REMEDIES;KALBE FARMA;ENTROSTOP ANAK - CHILDREN LIQUID STOMACH;WNT&2ANAK/SKLH/JAJAN (10);LOOSE SPOT;2;19;6:29:41;6:29:51;0:00:10;22500;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;MEDICINES/PHARMACEUTICALS;STOMACH REMEDIES;KALBE FARMA;ENTROSTOP - STOMACH REMEDY;ANMS USUS/KMS TERBUKA (05);LOOSE SPOT;2;20;6:29:51;6:29:56;0:00:05;13500;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;SERVICES - RETAIL;FAST FOOD;DOM PIZZA INDONESIA;DOMINO'S PIZZA  - FAST FOOD;2MENU/KEL/SOFA/MKN (15/P);LOOSE SPOT;2;21;6:29:56;6:30:11;0:00:15;27000;;
2/20/2018;ANTV;SHIVA(R);Children;Children:Series Anim/Puppe;OFFICE EQP'T, COMPUTER, COMMUNICATIONS;ONLINE SERVICES;TRAVELOKA INDONESIA;TRAVELOKA.COM - ONLINE SHOP;KEL&ORG2/HOTEL/PANTAI/KOLAM(30;LOOSE SPOT;2;22;6:30:11;6:30:41;0:00:30;45000;;
