DATE;CHANNEL;PROGRAM;LEVEL1;LEVEL2;SECTOR;CATEGORY;ADVERTISER;PRODUCT;COPY;ADS_TYPE;SEGMENT;POSITIONS;START_TIME;END_TIME;DURATION;COST;REMARK;TITLE
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;SERVICES - MEDIA & PROMOTION;MEDIA, AD AGENCY, PRODUCTION HOUSE;MEDIA NUSANTARA CITRA;RADIO DANGDUT IND - RADIO STATION;;RUNNING TEXT;3;3;22:32:23;22:32:36;0:00:13;33000;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;OFFICE EQP'T, COMPUTER, COMMUNICATIONS;COMPUTER SOFTWARE,CONSULTANTS,SERVICE;MEDIA NUSANTARA CITRA;WWW.MNCTVMOBILE.COM;;DIGITAL MOBILE;3;4;22:32:38;22:32:58;0:00:20;39968;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;OFFICE EQP'T, COMPUTER, COMMUNICATIONS;COMPUTER SOFTWARE,CONSULTANTS,SERVICE;MEDIA NUSANTARA CITRA;WWW.MNCTVMOBILE.COM;;DIGITAL MOBILE;3;5;22:33:25;22:34:35;0:01:10;153796;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;SERVICES - MEDIA & PROMOTION;MEDIA, AD AGENCY, PRODUCTION HOUSE;MEDIA NUSANTARA CITRA;RADIO SINDO TRIJAYA FM JKT - RADIO STATI;;RUNNING TEXT;4;1;22:56:00;22:56:12;0:00:12;33000;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;OFFICE EQP'T, COMPUTER, COMMUNICATIONS;COMPUTER SOFTWARE,CONSULTANTS,SERVICE;MEDIA NUSANTARA CITRA;WWW.MNCTVMOBILE.COM;;DIGITAL MOBILE;4;2;22:56:15;22:56:36;0:00:21;49500;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;OFFICE EQP'T, COMPUTER, COMMUNICATIONS;COMPUTER SOFTWARE,CONSULTANTS,SERVICE;MEDIA NUSANTARA CITRA;WWW.MNCTVMOBILE.COM;;DIGITAL MOBILE;4;3;22:58:27;22:59:18;0:00:51;110000;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;SERVICES - MEDIA & PROMOTION;MEDIA, AD AGENCY, PRODUCTION HOUSE;MEDIA NUSANTARA CITRA;RADIO DANGDUT IND - RADIO STATION;;RUNNING TEXT;5;1;23:35:14;23:35:26;0:00:12;33000;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;OFFICE EQP'T, COMPUTER, COMMUNICATIONS;COMPUTER SOFTWARE,CONSULTANTS,SERVICE;MEDIA NUSANTARA CITRA;WWW.MNCTVMOBILE.COM;;DIGITAL MOBILE;5;2;23:35:40;23:36:01;0:00:21;49500;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;OFFICE EQP'T, COMPUTER, COMMUNICATIONS;COMPUTER SOFTWARE,CONSULTANTS,SERVICE;MEDIA NUSANTARA CITRA;WWW.MNCTVMOBILE.COM;;DIGITAL MOBILE;5;3;23:36:02;23:37:14;0:01:12;153796;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;SERVICES - MEDIA & PROMOTION;MEDIA, AD AGENCY, PRODUCTION HOUSE;MEDIA NUSANTARA CITRA;RADIO DANGDUT IND - RADIO STATION;;RUNNING TEXT;6;1;23:49:25;23:49:38;0:00:13;33000;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;SERVICES - MEDIA & PROMOTION;MEDIA, AD AGENCY, PRODUCTION HOUSE;MEDIA NUSANTARA CITRA;RADIO DANGDUT IND - RADIO STATION;;RUNNING TEXT;6;2;23:49:54;23:50:06;0:00:12;33000;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;SERVICES - MEDIA & PROMOTION;MEDIA, AD AGENCY, PRODUCTION HOUSE;MEDIA NUSANTARA CITRA;RADIO DANGDUT IND - RADIO STATION;;RUNNING TEXT;6;3;23:50:10;23:50:23;0:00:13;33000;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;INEZ;IVAN GUNAWAN - COSMETIC;;CREDIT TITLE;7;1;24:44:25;24:44:29;0:00:04;16267;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;HOUSEHOLD EQUIPMENT & APPLIANCES;FURNITURE, OFFICE FURNITURE;CHANDRA KARYA;CHANDRA KARYA - FURNITURE;;CREDIT TITLE;7;2;24:44:28;24:44:34;0:00:06;23063;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;UNKNOWN;UNKNOWN;UNKNOWN;LONDRE;;CREDIT TITLE;7;3;24:44:33;24:44:37;0:00:04;16267;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;UNKNOWN;UNKNOWN;UNKNOWN;STAR HARVEST;;CREDIT TITLE;7;4;24:44:37;24:44:41;0:00:04;16267;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;SERVICES - MEDIA & PROMOTION;MEDIA, AD AGENCY, PRODUCTION HOUSE;RADIO GARUDA TUNGGAL ANGKASA F;RADIO GARUDA TUNGGAL ANGKASA FM105,45BDG;;CREDIT TITLE;7;5;24:44:41;24:44:46;0:00:05;16267;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;SERVICES - MEDIA & PROMOTION;MEDIA, AD AGENCY, PRODUCTION HOUSE;RADIO FLAMBOYAN;RADIO FLAMBOYAN;;CREDIT TITLE;7;6;24:44:42;24:44:46;0:00:04;16267;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;UNKNOWN;UNKNOWN;UNKNOWN;RADIO ELPAS 103,6 FM;;CREDIT TITLE;7;7;24:44:42;24:44:46;0:00:04;16267;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;SERVICES - MEDIA & PROMOTION;MEDIA, AD AGENCY, PRODUCTION HOUSE;RADIO PELANGI BANJARMASIN;RADIO PELANGI BANJARMASIN;;CREDIT TITLE;7;8;24:44:42;24:44:46;0:00:04;16267;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;SERVICES - MEDIA & PROMOTION;MEDIA, AD AGENCY, PRODUCTION HOUSE;MEDIA NUSANTARA CITRA;RADIO DANGDUT IND - RADIO STATION;;CREDIT TITLE;7;9;24:44:46;24:44:50;0:00:04;16267;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;SERVICES - MEDIA & PROMOTION;MEDIA, AD AGENCY, PRODUCTION HOUSE;RADIO SRIWIJAYA;RADIO SRIWIJAYA;;CREDIT TITLE;7;10;24:44:50;24:44:54;0:00:04;16267;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;;CREDIT TITLE;7;11;24:44:51;24:44:54;0:00:03;16267;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;SERVICES - MEDIA & PROMOTION;MEDIA, AD AGENCY, PRODUCTION HOUSE;RADIO BPOST FM;RADIO BPOST FM BANJARMASIN - RADIO STATI;;CREDIT TITLE;7;12;24:44:51;24:44:54;0:00:03;16267;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;SERVICES - MEDIA & PROMOTION;MEDIA, AD AGENCY, PRODUCTION HOUSE;RADIO MBS;RADIO MBS;;CREDIT TITLE;7;13;24:44:51;24:44:54;0:00:03;16267;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;KILAU DMD;Entertainment;Entertainment:Music;SERVICES - MEDIA & PROMOTION;MEDIA, AD AGENCY, PRODUCTION HOUSE;RADIO DAHLIA FM;RADIO DAHLIA FM - RADIO STATION;;CREDIT TITLE;7;14;24:44:51;24:44:54;0:00:03;16267;UNKNOWN;KILAU DMD
2/20/2018;MNCTV;LINTAS INEWS MALAM;News;News:Hard News;APPAREL/PERSONAL ACCESSORIES;RANGE OF APPAREL/PERSONAL EQUIPMENT;M&S CORPORATE;MARKS & SPENCER - ALL APPAREL;;TEMPLATE;1;1;24:46:34;24:46:38;0:00:04;2958;UNKNOWN;LINTAS INEWS MALAM
2/20/2018;MNCTV;LINTAS INEWS MALAM;News;News:Hard News;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;PUSAKA TRADISI IBU;WARDAH - COSMETIC;;TEMPLATE;1;2;24:46:38;24:46:43;0:00:05;2958;UNKNOWN;LINTAS INEWS MALAM
2/20/2018;MNCTV;LINTAS INEWS MALAM;News;News:Hard News;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;PUSAKA TRADISI IBU;WARDAH - COSMETIC;;CREDIT TITLE;4;1;25:26:42;25:26:45;0:00:03;2958;UNKNOWN;LINTAS INEWS MALAM
2/20/2018;MNCTV;LINTAS INEWS MALAM;News;News:Hard News;HOUSEHOLD EQUIPMENT & APPLIANCES;FURNITURE, OFFICE FURNITURE;CHANDRA KARYA;CHANDRA KARYA - FURNITURE;;CREDIT TITLE;4;2;25:26:43;25:26:45;0:00:02;2958;UNKNOWN;LINTAS INEWS MALAM
2/20/2018;MNCTV;LINTAS INEWS MALAM;News;News:Hard News;UNKNOWN;UNKNOWN;UNKNOWN;LONDRE;;CREDIT TITLE;4;3;25:26:43;25:26:45;0:00:02;2958;UNKNOWN;LINTAS INEWS MALAM
2/20/2018;MNCTV;LINTAS INEWS MALAM;News;News:Hard News;APPAREL/PERSONAL ACCESSORIES;RANGE OF APPAREL/PERSONAL EQUIPMENT;M&S CORPORATE;MARKS & SPENCER - ALL APPAREL;;CREDIT TITLE;4;4;25:26:45;25:26:48;0:00:03;2958;UNKNOWN;LINTAS INEWS MALAM
2/20/2018;NET;NET 5;News;News:Hard News;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;MAKE OVER;MAKE OVER - COSMETIC;;TEMPLATE;1;1;5:07:26;5:07:33;0:00:07;4193;UNKNOWN;NET 5
2/20/2018;NET;NET 5;News;News:Hard News;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;MAKE OVER;MAKE OVER - COSMETIC;;CREDIT TITLE;5;1;5:57:40;5:57:42;0:00:02;2958;UNKNOWN;NET 5
2/20/2018;NET;NET 5;News;News:Hard News;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;MAKE OVER;MAKE OVER - COSMETIC;;CREDIT TITLE;5;1;5:57:41;5:57:42;0:00:01;2958;UNKNOWN;NET 5
2/20/2018;NET;INDONESIA MORNING SHOW;Information;Information:TV Magazine;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;MAKE OVER;MAKE OVER - COSMETIC;;TEMPLATE;1;1;6:02:31;6:02:40;0:00:09;6290;UNKNOWN;INDONESIA MORNING SHOW
2/20/2018;NET;INDONESIA MORNING SHOW;Information;Information:TV Magazine;UNKNOWN;UNKNOWN;UNKNOWN;KEKAYUAN FURNITURE;;CREDIT TITLE;4;1;6:59:02;6:59:05;0:00:03;4437;UNKNOWN;INDONESIA MORNING SHOW
2/20/2018;NET;INDONESIA MORNING SHOW;Information;Information:TV Magazine;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;MAKE OVER;MAKE OVER - COSMETIC;;CREDIT TITLE;4;2;6:59:03;6:59:05;0:00:02;4437;UNKNOWN;INDONESIA MORNING SHOW
2/20/2018;NET;INDONESIA MORNING SHOW;Information;Information:TV Magazine;OFFICE EQP'T, COMPUTER, COMMUNICATIONS;COMPUTER SOFTWARE,CONSULTANTS,SERVICE;YOUTUBE.COM;YOUTUBE.COM - WEBSITE;;CREDIT TITLE;4;3;6:59:03;6:59:05;0:00:02;4437;UNKNOWN;INDONESIA MORNING SHOW
2/20/2018;NET;INDONESIA MORNING SHOW;Information;Information:TV Magazine;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;MAKE OVER;MAKE OVER - COSMETIC;;CREDIT TITLE;4;1;6:59:03;6:59:05;0:00:02;4437;UNKNOWN;INDONESIA MORNING SHOW
2/20/2018;NET;INDONESIA MORNING SHOW;Information;Information:TV Magazine;UNKNOWN;UNKNOWN;UNKNOWN;KEKAYUAN FURNITURE;;CREDIT TITLE;4;2;6:59:03;6:59:05;0:00:02;4437;UNKNOWN;INDONESIA MORNING SHOW
2/20/2018;NET;INDONESIA MORNING SHOW;Information;Information:TV Magazine;OFFICE EQP'T, COMPUTER, COMMUNICATIONS;COMPUTER SOFTWARE,CONSULTANTS,SERVICE;YOUTUBE.COM;YOUTUBE.COM - WEBSITE;;CREDIT TITLE;4;3;6:59:03;6:59:05;0:00:02;4437;UNKNOWN;INDONESIA MORNING SHOW
2/20/2018;NET;WOW;Information;Information:Documentary;OFFICE EQP'T, COMPUTER, COMMUNICATIONS;COMPUTER SOFTWARE,CONSULTANTS,SERVICE;YOUTUBE.COM;YOUTUBE.COM - WEBSITE;;CREDIT TITLE;3;1;7:29:44;7:29:49;0:00:05;5915;UNKNOWN;WOW
2/20/2018;NET;WOW;Information;Information:Documentary;OFFICE EQP'T, COMPUTER, COMMUNICATIONS;COMPUTER SOFTWARE,CONSULTANTS,SERVICE;YOUTUBE.COM;YOUTUBE.COM - WEBSITE;;CREDIT TITLE;3;1;7:29:45;7:29:48;0:00:03;5915;UNKNOWN;WOW
2/20/2018;NET;PAGI-PAGI;Information;Information:TalkShow;UNKNOWN;UNKNOWN;UNKNOWN;FIO HOME;;CREDIT TITLE;6;1;8:58:52;8:58:58;0:00:06;8386;UNKNOWN;PAGI-PAGI
2/20/2018;NET;PAGI-PAGI;Information;Information:TalkShow;HOUSEHOLD EQUIPMENT & APPLIANCES;FURNITURE, OFFICE FURNITURE;BJ HOME FURNITURE;BJ HOME - FURNITURE;;CREDIT TITLE;6;2;8:58:53;8:58:58;0:00:05;5915;UNKNOWN;PAGI-PAGI
2/20/2018;NET;PAGI-PAGI;Information;Information:TalkShow;SERVICES - RETAIL;BOUTIQUE, TAILOR, FASHION HOUSE;CSSII LAUNDRY DRY & DRY CLEAN;CSSII LAUNDRY DRY & DRY CLEAN;;CREDIT TITLE;6;3;8:58:53;8:58:58;0:00:05;5915;UNKNOWN;PAGI-PAGI
2/20/2018;NET;PAGI-PAGI;Information;Information:TalkShow;APPAREL/PERSONAL ACCESSORIES;LADIES' WEAR;MINIMAL ACTIVE;MINIMAL - WOMEN'S APPAREL;;CREDIT TITLE;6;4;8:58:53;8:58:58;0:00:05;5915;UNKNOWN;PAGI-PAGI
2/20/2018;NET;PAGI-PAGI;Information;Information:TalkShow;SERVICES - RETAIL;DEPARTMENT STORE,SHOPPING CENTER,MALL;UNKNOWN;MALL @ ALAM SUTERA TNG - SHOPPING CENTER;;CREDIT TITLE;6;5;8:58:53;8:58:58;0:00:05;5915;UNKNOWN;PAGI-PAGI
2/20/2018;NET;PAGI-PAGI;Information;Information:TalkShow;UNKNOWN;UNKNOWN;UNKNOWN;FIO HOME;;CREDIT TITLE;6;1;8:58:53;8:58:58;0:00:05;5915;UNKNOWN;PAGI-PAGI
2/20/2018;NET;PAGI-PAGI;Information;Information:TalkShow;HOUSEHOLD EQUIPMENT & APPLIANCES;FURNITURE, OFFICE FURNITURE;BJ HOME FURNITURE;BJ HOME - FURNITURE;;CREDIT TITLE;6;2;8:58:54;8:58:58;0:00:04;5915;UNKNOWN;PAGI-PAGI
2/20/2018;NET;PAGI-PAGI;Information;Information:TalkShow;SERVICES - RETAIL;BOUTIQUE, TAILOR, FASHION HOUSE;CSSII LAUNDRY DRY & DRY CLEAN;CSSII LAUNDRY DRY & DRY CLEAN;;CREDIT TITLE;6;3;8:58:54;8:58:58;0:00:04;5915;UNKNOWN;PAGI-PAGI
2/20/2018;NET;PAGI-PAGI;Information;Information:TalkShow;APPAREL/PERSONAL ACCESSORIES;LADIES' WEAR;MINIMAL ACTIVE;MINIMAL - WOMEN'S APPAREL;;CREDIT TITLE;6;4;8:58:54;8:58:58;0:00:04;5915;UNKNOWN;PAGI-PAGI
2/20/2018;NET;SARAH SECHAN;Entertainment;Entertainment:Talkshow;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;MAKE OVER;MAKE OVER - COSMETIC;;TEMPLATE;1;1;9:01:42;9:01:52;0:00:10;8386;UNKNOWN;SARAH SECHAN
2/20/2018;NET;SARAH SECHAN;Entertainment;Entertainment:Talkshow;HOUSEHOLD EQUIPMENT & APPLIANCES;FURNITURE, OFFICE FURNITURE;BJ HOME FURNITURE;BJ HOME - FURNITURE;;TEMPLATE;1;2;9:13:03;9:13:12;0:00:09;8386;UNKNOWN;SARAH SECHAN
2/20/2018;NET;SARAH SECHAN;Entertainment;Entertainment:Talkshow;HOUSEHOLD EQUIPMENT & APPLIANCES;FURNITURE, OFFICE FURNITURE;BJ HOME FURNITURE;BJ HOME - FURNITURE;;CREDIT TITLE;5;1;9:58:14;9:58:17;0:00:03;5915;UNKNOWN;SARAH SECHAN
2/20/2018;NET;SARAH SECHAN;Entertainment;Entertainment:Talkshow;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;MAKE OVER;MAKE OVER - COSMETIC;;CREDIT TITLE;5;2;9:58:15;9:58:17;0:00:02;5915;UNKNOWN;SARAH SECHAN
2/20/2018;NET;SARAH SECHAN;Entertainment;Entertainment:Talkshow;HOUSEHOLD EQUIPMENT & APPLIANCES;FURNITURE, OFFICE FURNITURE;BJ HOME FURNITURE;BJ HOME - FURNITURE;;CREDIT TITLE;4;1;9:58:15;9:58:17;0:00:02;5915;UNKNOWN;SARAH SECHAN
2/20/2018;NET;SARAH SECHAN;Entertainment;Entertainment:Talkshow;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;MAKE OVER;MAKE OVER - COSMETIC;;CREDIT TITLE;4;2;9:58:16;9:58:17;0:00:01;5915;UNKNOWN;SARAH SECHAN
2/20/2018;NET;NET 10;News;News:Hard News;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;MAKE OVER;MAKE OVER - COSMETIC;;TEMPLATE;1;1;10:01:37;10:01:44;0:00:07;6290;UNKNOWN;NET 10
2/20/2018;NET;NET 10;News;News:Hard News;APPAREL/PERSONAL ACCESSORIES;JEWELLERY/JEWELLERS;MISS MONDIAL JEWELLERY;MISS MONDIAL - JEWELLERY;;CREDIT TITLE;5;1;10:58:29;10:58:31;0:00:02;4437;UNKNOWN;NET 10
2/20/2018;NET;NET 10;News;News:Hard News;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;MAKE OVER;MAKE OVER - COSMETIC;;CREDIT TITLE;5;2;10:58:30;10:58:31;0:00:01;4437;UNKNOWN;NET 10
2/20/2018;NET;NET 10;News;News:Hard News;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;MAKE OVER;MAKE OVER - COSMETIC;;CREDIT TITLE;5;1;10:58:30;10:58:31;0:00:01;4437;UNKNOWN;NET 10
2/20/2018;NET;NET 10;News;News:Hard News;APPAREL/PERSONAL ACCESSORIES;JEWELLERY/JEWELLERS;MISS MONDIAL JEWELLERY;MISS MONDIAL - JEWELLERY;;CREDIT TITLE;5;2;10:58:30;10:58:31;0:00:01;4437;UNKNOWN;NET 10
2/20/2018;NET;ENTERTAINMENT NEWS;Information;Information:Infotainment;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;MAKE OVER;MAKE OVER - COSMETIC;;TEMPLATE;1;1;10:59:40;10:59:48;0:00:08;8386;UNKNOWN;ENTERTAINMENT NEWS
2/20/2018;NET;ENTERTAINMENT NEWS;Information;Information:Infotainment;APPAREL/PERSONAL ACCESSORIES;JEWELLERY/JEWELLERS;MISS MONDIAL JEWELLERY;MISS MONDIAL - JEWELLERY;;CREDIT TITLE;5;1;11:58:14;11:58:17;0:00:03;5915;UNKNOWN;ENTERTAINMENT NEWS
2/20/2018;NET;ENTERTAINMENT NEWS;Information;Information:Infotainment;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;MAKE OVER;MAKE OVER - COSMETIC;;CREDIT TITLE;5;2;11:58:15;11:58:17;0:00:02;5915;UNKNOWN;ENTERTAINMENT NEWS
2/20/2018;NET;ENTERTAINMENT NEWS;Information;Information:Infotainment;OFFICE EQP'T, COMPUTER, COMMUNICATIONS;COMPUTER SOFTWARE,CONSULTANTS,SERVICE;YOUTUBE.COM;YOUTUBE.COM - WEBSITE;;CREDIT TITLE;5;3;11:58:15;11:58:17;0:00:02;5915;UNKNOWN;ENTERTAINMENT NEWS
2/20/2018;NET;ENTERTAINMENT NEWS;Information;Information:Infotainment;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;MAKE OVER;MAKE OVER - COSMETIC;;CREDIT TITLE;5;1;11:58:15;11:58:17;0:00:02;5915;UNKNOWN;ENTERTAINMENT NEWS
2/20/2018;NET;ENTERTAINMENT NEWS;Information;Information:Infotainment;APPAREL/PERSONAL ACCESSORIES;JEWELLERY/JEWELLERS;MISS MONDIAL JEWELLERY;MISS MONDIAL - JEWELLERY;;CREDIT TITLE;5;2;11:58:15;11:58:17;0:00:02;5915;UNKNOWN;ENTERTAINMENT NEWS
2/20/2018;NET;ENTERTAINMENT NEWS;Information;Information:Infotainment;OFFICE EQP'T, COMPUTER, COMMUNICATIONS;COMPUTER SOFTWARE,CONSULTANTS,SERVICE;YOUTUBE.COM;YOUTUBE.COM - WEBSITE;;CREDIT TITLE;5;3;11:58:15;11:58:17;0:00:02;5915;UNKNOWN;ENTERTAINMENT NEWS
2/20/2018;NET;NET 12;News;News:Hard News;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;MAKE OVER;MAKE OVER - COSMETIC;;TEMPLATE;2;1;12:05:07;12:05:15;0:00:08;6290;UNKNOWN;NET 12
2/20/2018;NET;NET 12;News;News:Hard News;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;MAKE OVER;MAKE OVER - COSMETIC;;CREDIT TITLE;5;1;12:58:34;12:58:36;0:00:02;4437;UNKNOWN;NET 12
2/20/2018;NET;NET 12;News;News:Hard News;APPAREL/PERSONAL ACCESSORIES;JEWELLERY/JEWELLERS;MISS MONDIAL JEWELLERY;MISS MONDIAL - JEWELLERY;;CREDIT TITLE;5;2;12:58:35;12:58:36;0:00:01;4437;UNKNOWN;NET 12
2/20/2018;NET;NET 12;News;News:Hard News;APPAREL/PERSONAL ACCESSORIES;JEWELLERY/JEWELLERS;MISS MONDIAL JEWELLERY;MISS MONDIAL - JEWELLERY;;CREDIT TITLE;5;1;12:58:35;12:58:37;0:00:02;4437;UNKNOWN;NET 12
2/20/2018;NET;NET 12;News;News:Hard News;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;MAKE OVER;MAKE OVER - COSMETIC;;CREDIT TITLE;5;2;12:58:36;12:58:37;0:00:01;4437;UNKNOWN;NET 12
2/20/2018;NET;KELAS INTERNASIONAL SEASON 2 RR;Series;Series:Sitcom/Comedy;SERVICES - FINANCIAL;BANKING,FINANCIAL INSTITUTION,LEASING;BANK TABUNGAN NEGARA;BANK TABUNGAN NEG - ATM;;VIRTUAL ADS;1;1;13:02:56;13:03:01;0:00:05;5915;UNKNOWN;KELAS INTERNASIONAL SEASON 2 RR
2/20/2018;NET;TETANGGA MASA GITU? SEASON 3 RR;Series;Series:Sitcom/Comedy;SERVICES - FINANCIAL;BANKING,FINANCIAL INSTITUTION,LEASING;BANK TABUNGAN NEGARA;BANK TABUNGAN NEG - ATM;;VIRTUAL ADS;1;1;13:34:10;13:34:15;0:00:05;5915;UNKNOWN;TETANGGA MASA GITU? SEASON 3 RR
2/20/2018;NET;TETANGGA MASA GITU? SEASON 3 RR;Series;Series:Sitcom/Comedy;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;PUSAKA TRADISI IBU;WARDAH - COSMETIC;;CREDIT TITLE;3;1;13:58:01;13:58:05;0:00:04;5915;UNKNOWN;TETANGGA MASA GITU? SEASON 3 RR
2/20/2018;NET;TETANGGA MASA GITU? SEASON 3 RR;Series;Series:Sitcom/Comedy;UNKNOWN;UNKNOWN;UNKNOWN;THEORY;;CREDIT TITLE;3;2;13:58:02;13:58:05;0:00:03;5915;UNKNOWN;TETANGGA MASA GITU? SEASON 3 RR
2/20/2018;NET;TETANGGA MASA GITU? SEASON 3 RR;Series;Series:Sitcom/Comedy;UNKNOWN;UNKNOWN;UNKNOWN;MISSION72;;CREDIT TITLE;3;3;13:58:02;13:58:05;0:00:03;5915;UNKNOWN;TETANGGA MASA GITU? SEASON 3 RR
2/20/2018;NET;WONDER FOOD;Information;Information:TV Magazine;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;MAKE OVER;MAKE OVER - COSMETIC;;CREDIT TITLE;3;1;14:27:02;14:27:05;0:00:03;5915;UNKNOWN;WONDER FOOD
2/20/2018;NET;WONDER FOOD;Information;Information:TV Magazine;OFFICE EQP'T, COMPUTER, COMMUNICATIONS;COMPUTER SOFTWARE,CONSULTANTS,SERVICE;YOUTUBE.COM;YOUTUBE.COM - WEBSITE;;CREDIT TITLE;3;2;14:27:03;14:27:05;0:00:02;5915;UNKNOWN;WONDER FOOD
2/20/2018;NET;WONDER FOOD;Information;Information:TV Magazine;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;MAKE OVER;MAKE OVER - COSMETIC;;CREDIT TITLE;3;1;14:27:03;14:27:05;0:00:02;5915;UNKNOWN;WONDER FOOD
2/20/2018;NET;WONDER FOOD;Information;Information:TV Magazine;OFFICE EQP'T, COMPUTER, COMMUNICATIONS;COMPUTER SOFTWARE,CONSULTANTS,SERVICE;YOUTUBE.COM;YOUTUBE.COM - WEBSITE;;CREDIT TITLE;3;2;14:27:04;14:27:05;0:00:01;5915;UNKNOWN;WONDER FOOD
2/20/2018;NET;BREAKOUT;Entertainment;Entertainment:Music;SERVICES - FINANCIAL;BANKING,FINANCIAL INSTITUTION,LEASING;BANK TABUNGAN NEGARA;BANK TABUNGAN NEG - ATM;;VIRTUAL ADS;1;1;15:03:56;15:04:01;0:00:05;5915;UNKNOWN;BREAKOUT
2/20/2018;NET;BREAKOUT;Entertainment;Entertainment:Music;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;;CREDIT TITLE;5;1;15:57:57;15:58:05;0:00:08;8386;UNKNOWN;BREAKOUT
2/20/2018;NET;BREAKOUT;Entertainment;Entertainment:Music;TOILETRIES & COSMETICS;COSMETICS, MAKE UP;MAKE OVER;MAKE OVER - COSMETIC;;CREDIT TITLE;5;2;15:57:58;15:58:05;0:00:07;8386;UNKNOWN;BREAKOUT
2/20/2018;NET;BREAKOUT;Entertainment;Entertainment:Music;SERVICES - TRANS'T, TRAVEL, RECREATION;RECORDING;MUSICA STUDIO;E-MUSICA;;CREDIT TITLE;5;3;15:57:58;15:58:05;0:00:07;8386;UNKNOWN;BREAKOUT
