surveyor_form_no;prov;kabkot;kec;kel;device_id;user_id;age;gender;maritat_stat;edu_level;expense;job;economy_sts;home_own;family_stat;internet_cons;socmed_fb_own;socmed_tw_own;socmed_ig_own;socmed_prio;im_wa_own;im_line_own;im_tele_own;im_bbm_own;im_prio;inet_type;browse_topic;tv_channel_fav;tv_music_like;tv_drama_like;tv_relig_like;tv_quiz_like;tv_news_like;tv_talkshow_like;tv_talent_like;tv_variety_like;tv_comedy_like;tv_infotainment_like;tv_sport_like;newsppr_read_freq;newsppr_buy_src;newsppr_name;radio_listen_freq;radio_dev_type;radio_chn_name;travel_freq;travel_habit;travel_dest;tourism_type;travel_transport;transport_ticket_src;recr_swpool;recr_spa;recr_traditional;recr_gym;recr_cinema;recr_mall;recr_cafe;recr_karaoke;recr_citypark;recr_funpark;insurance_own;insurance_health_src;insurance_life_src;health_mcu;health_treatment;health_drug_src;edu_saving_plan;edu_add;school_child_send;school_student_at;lang_bahasa;lang_local;lang_en;lang_arab;lang_mandarin;edu_book_add;edu_book_budget;edu_tutor_academic;edu_tutor_sport;edu_tutor_music;edu_tutor_religion;edu_tutor_lang;edu_tutor_skill;edu_tutor_science;edu_tutor_martial;edu_tutor_culture;vehicle_own;car_own;mtrbike_own;bike_own;car_brand_1;car_brand_yr_1;mtrbike_brand_1;mtrbike_brand_yr_1;mtrbike_brand_2;mtrbike_brand_yr_2;bike_brand_1;bike_brand_yr_1;commute_private;commute_public;fmcg_buy_freq;fmcg_buy_src;fmcg_src_brand;fmcg_brn_btlwater_1;fmcg_brn_softdrink_1;fmcg_brn_beverage_1;fmcg_brn_biscuit_1;fmcg_brn_candy_1;fmcg_brn_noodle_inst_1;fmcg_brn_flavoring_1;fmcg_brn_sauce_1;fmcg_brn_tooth_pst_1;fmcg_brn_soap_bath_1;fmcg_brn_soap_face_1;fmcg_brn_soap_hand_1;fmcg_brn_shampoo_1;fmcg_brn_lotion_body_1;fmcg_brn_cloth_deodo_1;fmcg_brn_detergent_1;fmcg_brn_cloth_softener_1;fmcg_brn_lamp_1;fmcg_brn_batt_1;fmcg_brn_shaver_1;fmcg_brn_insectrepell_1;fmcg_brn_airfresh_1;fmcg_brn_stationary_1;fmcg_brn_paper_1;fmcg_brn_cereal_1;fmcg_brn_bakery_1;nonfmcg_buy_freq;nonfmcg_need;nonfmcg_expense;online_shopper;ol_marketplc_brn;ol_nonfmcg_need;ol_discount;ol_payment;fashion_aware;fashion_freq;fashion_trend_src;beauty_aware;beauty_buy_type;beauty_buy_reason;beauty_brn_hair_cond_1;beauty_brn_hair_mask_1;beauty_brn_hair_spray_1;beauty_brn_hair_vit_1;beauty_brn_cream_bb_1;beauty_brn_cream_night_1;beauty_brn_cream_white_1;beauty_brn_face_powder_1;beauty_brn_eyebrow_1;beauty_brn_mascara_1;beauty_brn_foundation_1;beauty_brn_eyeshadow_1;beauty_brn_sunblock_1;beauty_brn_body_scrub_1;beauty_brn_body_butter_1;beauty_brn_parf_edt_1;beauty_brn_parf_edp_1;beauty_brn_slimming_1;tech_aware;elec_own_smphone;elec_own_tablet;elec_own_pc;elec_own_laptop;elec_own_printer;elec_own_dvd;elec_own_vidgame;elec_own_hometht;elec_own_audio;elec_own_washmch;elec_own_ac;elec_own_fan;elec_own_refri;elec_own_mcwave;elec_own_riceckr;elec_own_waterhtr;elec_brn_smphone_1;elec_brn_smphone_2;elec_brn_tablet_1;elec_brn_pc_1;elec_brn_laptop_1;elec_brn_printer_1;elec_brn_tv_1;elec_brn_tv_2;elec_brn_dvd_1;elec_brn_vidgame_1;elec_brn_hometht_1;elec_brn_audio_1;elec_brn_washmch_1;elec_brn_ac_1;elec_brn_fan_1;elec_brn_refri_1;elec_brn_mcwave_1;elec_brn_riceckr_1;elec_brn_waterhtr_1;cust_val_adv;cust_val_opv;cust_val_fnv;cust_val_rgv;cust_val_ctv;weight
1;JAWA BARAT;KOTA BANDUNG;UJUNG BERUNG;PASIR JATI;;;UX;F;MS;ME;MLC;IMJ;EC-PASSIVE;OHA;P;NIC;FB_NO;TWITTER_NO;INSTA_NO;SOCMED_NO;WA_NO;LINE_NO;TELE_NO;BBM_NO;MSGR_NO;INT_HP;TOP_NO;TV_SCTV;TV_MUSIC_NO;TV_DRAMA_YES;TV_RGL_YES;TV_QUIZ_NO;TV_NEWS_NO;TV_TALK_NO;TV_TALENT_NO;TV_VAR_NO;TV_COM_NO;TV_INFO_YES;TV_SPORT_NO;KORAN_NO;KORAN_NOBUY;READ_NO;RADIO_LOW;RADIO_HOME;RADIO_DAHLIA;ST;PT;TRAVEL_DOM;TRAVEL_NAT;TRAVEL_MOTOR;TIKET_OTS;SWIM_YES;SPA_NO;URUT_YES;GYM_NO;TEATER_NO;MALL_YES;CAFÉ_YES;KARAOKE_NO;TAMAN_YES;FUNPARK_YES;ASA;ASK_BPJS;ASJ_BPJS;MCU;MED_KLINIK;DRUG_APT;FEN;NED;PR_NO;STU_NO;BAHASA_YES;DAERAH_YES;ENGLISH_NO;ARAB_NO;MANDARIN_NO;BUKU_NO;NUL;BIMBEL_NO;BIMOR_NO;BIMSIK_NO;BIMAG_NO;BIMBHS_NO;BIMSKIL_NO;BIMSAINS_NO;BIMBD_NO;BIMBUD_NO;NVO;VO_NOCAR;VO_NOMOTOR;VO_NOBIKE;;;;;;;;;VO_NOCOMMUTE;COM_OJEK;MFB;FMCG_KIOS;NUL;AQUA;;ABC;;;INDOMIE;;BANGO;PEPSODENT;LIFEBUOY;;;CLEAR;;DOWNY;EKONOMI;;;;;;;;;;;OSH;SHOP_DRUG;SHOP_500;OFS;OL_NO;OL_HOBBY;DISCOUNT_NO;SHOP_CASH;NSFA;OC_FASHION;TREND_NONE;BCA;BEAU_FACE;BEAU_PRICE;LIFEBUOY;;;;;;;;;;;;;;;;;;TCG;HP_YES;TAB_YES;PC_YES;LAPTOP_YES;PRINT_YES;DVD_NO;CONSOLE_YES;HOMETHE_YES;AUDIO_NO;WASHIN_YES;AC_YES;BLOW_YES;REFRIG_NO;OVEN_NO;RICE_YES;HEAT_NO;;;;;;;POLYTRON;;;;;;;;;;;;;ADV;OPV;FNV;RGV;CTV;1937
2;JAWA BARAT;KOTA BANDUNG;UJUNG BERUNG;PASIR JATI;;;UX;M;MS;ME;MLC;NUL;EC_EMPLOYE;OHA;P;NIC;FB_NO;TWITTER_NO;INSTA_NO;SOCMED_NO;WA_NO;LINE_NO;TELE_NO;BBM_NO;MSGR_NO;INT_HP;TOP_NO;TV_SCTV;TV_MUSIC_NO;TV_DRAMA_YES;TV_RGL_YES;TV_QUIZ_NO;TV_NEWS_YES;TV_TALK_NO;TV_TALENT_NO;TV_VAR_NO;TV_COM_NO;TV_INFO_NO;TV_SPORT_YES;KORAN_LOW;KORAN_OUTLET;READ_TRIBUN;RADIO_LOW;RADIO_HOME;RADIO_DAHLIA;ST;PT;TRAVEL_DOM;TRAVEL_NAT;TRAVEL_MOTOR;TIKET_OTS;SWIM_NO;SPA_NO;URUT_NO;GYM_NO;TEATER_NO;MALL_NO;CAFÉ_NO;KARAOKE_NO;TAMAN_NO;FUNPAK_NO;ASA;ASK_BPJS;ASJ_BPJS;MCU;MED_KLINIK;DRUG_APT;FEN;NED;PR_RELIGI;STU_NO;BAHASA_YES;DAERAH_YES;ENGLISH_NO;ARAB_NO;MANDARIN_NO;BUKU_NO;NUL;BIMBEL_NO;BIMOR_NO;BIMSIK_NO;BIMAG_NO;BIMBHS_NO;BIMSKIL_NO;BIMSAINS_NO;BIMBD_NO;BIMBUD_NO;NVO;VO_NOCAR;VO_MOTOR;VO_NOBIKE;;;HONDA;2012;;;;;VO_COMMUTE;NUL;MFB;FMCG_KIOS;FMCG_INDO;LE MINERALE;;ABC;;;INDOMIE;;;PEPSODENT;LIFEBUOY;;;CLEAR;;SOKLIN;DAIA;;;;;;;;;;;OSH;SHOP_CLOTH;SHOP_500;OFS;OL_NO;OL_HOBBY;DISCOUNT_NO;SHOP_CASH;NSFA;OC_FASHION;TREND_MTM;BCA;BEAU_SLIM;BEAU_QUAL;;;;;;;;;;;;;;;;;;;TCG;HP_YES;TAB_YES;PC_YES;LAPTOP_YES;PRINT_YES;DVD_YES;CONSOLE_YES;HOMETHE_NO;AUDIO_YES;WASHIN_YES;AC_YES;BLOW_NO;REFRIG_NO;OVEN_YES;RICE_NO;HEAT_YES;;;;;;;POLYTRON;;;;;;;;;;;;;ADV;OPV;FNV;RGV;CTV;1990
3;JAWA BARAT;KOTA BANDUNG;UJUNG BERUNG;PASIR JATI;;;UM;M;MS;ME;MLC;NUL;EC-UNEMP;NHA;P;MIC;FB_NO;TWITTER_NO;INSTA_NO;SOCMED_NO;WA_NO;LINE_NO;TELE_NO;BBM_NO;MSGR_NO;INT_HP;TOP_PROP;TV_RCTI;TV_MUSIC_YES;TV_DRAMA_NO;TV_RGL_YES;TV_QUIZ_NO;TV_NEWS_YES;TV_TALK_YES;TV_TALENT_NO;TV_VAR_NO;TV_COM_YES;TV_INFO_YES;TV_SPORT_NO;KORAN_NO;KORAN_NOBUY;READ_NO;RADIO_NO;NUL;RADIO_NOSTA;ST;ST;TRAVEL_DOM;TRAVEL_FUN;TRAVEL_MOTOR;TIKET_OTS;SWIM_YES;SPA_NO;URUT_NO;GYM_NO;TEATER_NO;MALL_NO;CAFÉ_NO;KARAOKE_NO;TAMAN_NO;FUNPAK_NO;NAS;ASK_NO;ASJ_NO;NCU;MED_PUSKES;DRUG_APT;FEP;EED;PR_MADRA;STU_NO;BAHASA_YES;DAERAH_YES;ENGLISH_NO;ARAB_NO;MANDARIN_NO;BUKU_YES;BUKU_250;BIMBEL_YES;BIMOR_NO;BIMSIK_NO;BIMAG_YES;BIMBHS_YES;BIMSKIL_NO;BIMSAINS_YES;BIMBD_YES;BIMBUD_NO;VO;VO_NOCAR;VO_MOTOR;VO_NOBIKE;;;HONDA;2011;;;;;VO_COMMUTE;NUL;DFB;FMCG_KIOS;FMCG_INDO;AL MASOEM;;ABC;;;SARIMI;;BANGO;PEPSODENT;LIFEBUOY;;;CLEAR;;;RINSO;;;;;HIT;;;;;;OSH;SHOP_KITCH;SHOP_500;OFS;OL_NO;OL_HOBBY;DISCOUNT_NO;SHOP_CASH;NSFA;OC_FASHION;TREND_NONE;NBCA;BEAU_FACE;BEAU_QUAL;;;;;;;;;;;;;;;;;;;BRG;HP_YES;TAB_YES;PC_YES;LAPTOP_YES;PRINT_YES;DVD_YES;CONSOLE_YES;HOMETHE_YES;AUDIO_YES;WASHIN_YES;AC_YES;BLOW_NO;REFRIG_NO;OVEN_YES;RICE_NO;HEAT_YES;SAMSUNG;;;;;;TCL;;;;;;;;COSMOS;POLYTRON;;;;NUL;OPV;FNV;RGV;CTV;2454
4;JAWA BARAT;KOTA BANDUNG;UJUNG BERUNG;PASIR JATI;;;UM;F;MS;ME;MPC;EMJ;EC-PASSIVE;NHA;P;MIC;FB_YES;TWITTER_NO;INSTA_YES;SOCMED_FB;WA_YES;LINE_NO;TELE_NO;BBM_NO;MSGR_WA;INT_HP;TOP_FOOD;TV_RCTI;TV_MUSIC_YES;TV_DRAMA_YES;TV_RGL_YES;TV_QUIZ_NO;TV_NEWS_YES;TV_TALK_NO;TV_TALENT_NO;TV_VAR_NO;TV_COM_NO;TV_INFO_YES;TV_SPORT_NO;KORAN_NO;KORAN_NOBUY;READ_NO;RADIO_LOW;RADIO_HP;RADIO_DAHLIA;ST;ST;TRAVEL_DOM;TRAVEL_NAT;TRAVEL_MOTOR;TIKET_OL;SWIM_YES;SPA_NO;URUT_NO;GYM_NO;TEATER_NO;MALL_NO;CAFÉ_NO;KARAOKE_NO;TAMAN_YES;FUNPARK_YES;NAS;ASK_NO;ASJ_NO;MCU;MED_PUSKES;DRUG_APT;FEP;EED;PR_MADRA;STU_NO;BAHASA_YES;DAERAH_YES;ENGLISH_NO;ARAB_NO;MANDARIN_NO;BUKU_YES;BUKU_250;BIMBEL_YES;BIMOR_NO;BIMSIK_YES;BIMAG_YES;BIMBHS_YES;BIMSKIL_NO;BIMSAINS_YES;BIMBD_YES;BIMBUD_YES;VO;VO_NOCAR;VO_MOTOR;VO_NOBIKE;;;HONDA;2011;;;;;VO_COMMUTE;COM_ANGKOT;MFB;FMCG_KIOS;FMCG_INDO;AQUA;TEH PUCUK;INDOMILK;ROMA;FOXS;INDOMIE;ROYCO;BANGO;PEPSODENT;LIFEBUOY;KELLY LEMON;;ZINC;CITRA;KISPRAY;DAIA;DOWNY;BASS;ABC;;HIT;STELLA;FABER CASTELL;SINAR DUNIA;ENERGEN;SARI ROTI;OSH;SHOP_KITCH;SHOP_500;OFS;OL_NO;OL_CLOTH;DISCOUNT_NO;SHOP_CASH;NSFA;OC_FASHION;TREND_OL;BCA;BEAU_COS;BEAU_PRICE;SUNSILK;;;;MECO;;;MARINA;ORIFLAME;MY DARLING;;ORIFLAME;;;;;;;BRG;HP_YES;TAB_YES;PC_YES;LAPTOP_YES;PRINT_YES;DVD_YES;CONSOLE_YES;HOMETHE_YES;AUDIO_YES;WASHIN_YES;AC_YES;BLOW_YES;REFRIG_NO;OVEN_YES;RICE_NO;HEAT_YES;;;;;;;TCL;;;;;;;;;;;MIYAKO;;ADV;OPV;FNV;RGV;CTV;2142
5;JAWA BARAT;KOTA BANDUNG;UJUNG BERUNG;PASIR JATI;;;UK;F;NM;LE;LC;SCJ;EC-UNEMP;NHA;C;NIC;FB_NO;TWITTER_NO;INSTA_NO;SOCMED_NO;WA_NO;LINE_NO;TELE_NO;BBM_NO;MSGR_NO;INT_HP;TOP_NO;TV_ANTV;TV_MUSIC_YES;TV_DRAMA_YES;TV_RGL_NO;TV_QUIZ_NO;TV_NEWS_NO;TV_TALK_NO;TV_TALENT_YES;TV_VAR_NO;TV_COM_YES;TV_INFO_NO;TV_SPORT_YES;KORAN_NO;KORAN_NOBUY;READ_NO;RADIO_NO;NUL;RADIO_NOSTA;ST;ST;TRAVEL_DOM;TRAVEL_FUN;TRAVEL_CAR;TIKET_OTS;SWIM_YES;SPA_NO;URUT_NO;GYM_NO;TEATER_NO;MALL_NO;CAFÉ_NO;KARAOKE_NO;TAMAN_YES;FUNPARK_YES;NAS;ASK_NO;ASJ_NO;MCU;MED_PUSKES;DRUG_MINI;NUL;NED;PR_NO;STU_RELIGI;BAHASA_YES;DAERAH_YES;ENGLISH_NO;ARAB_NO;MANDARIN_NO;BUKU_NO;NUL;BIMBEL_NO;BIMOR_NO;BIMSIK_NO;BIMAG_NO;BIMBHS_NO;BIMSKIL_NO;BIMSAINS_NO;BIMBD_NO;BIMBUD_NO;NVO;VO_NOCAR;VO_NOMOTOR;VO_NOBIKE;;;;;;;;;VO_NOCOMMUTE;NUL;WFB;FMCG_KIOS;FMCG_ALFA;AQUA;;INDOMILK;BISKUAT;;INDOMIE;;BANGO;PEPSODENT;LIFEBUOY;;;B&B;;;DAIA;;;;;HIT;;;;ENERGEN;SARI ROTI;OSH;SHOP_HOBBY;SHOP_500;OFS;OL_NO;OL_DRUG;DISCOUNT_NO;SHOP_CASH;SFA;OC_FASHION;TREND_NONE;NBCA;BEAU_FACE;BEAU_QUAL;;;;;;;;;;;;;;;;;;;NUL;HP_YES;TAB_YES;PC_YES;LAPTOP_YES;PRINT_YES;DVD_YES;CONSOLE_YES;HOMETHE_YES;AUDIO_YES;WASHIN_YES;AC_YES;BLOW_YES;REFRIG_YES;OVEN_YES;RICE_YES;HEAT_YES;;;;;;;TCL;;;;;;;;;;;;;ADV;OPV;FNV;RGV;CTV;2206
6;JAWA BARAT;KOTA BANDUNG;UJUNG BERUNG;PASIR JATI;D0193;D0193P1;UM;M;PM;ME;MLC;SEJ;EC_SELFEMP;NHA;NUL;HIC;FB_YES;TWITTER_NO;INSTA_NO;SOCMED_FB;WA_YES;LINE_NO;TELE_NO;BBM_NO;MSGR_WA;INT_HP;TOP_SPORT;TV_RCTI;TV_MUSIC_YES;TV_DRAMA_NO;TV_RGL_YES;TV_QUIZ_YES;TV_NEWS_YES;TV_TALK_YES;TV_TALENT_YES;TV_VAR_NO;TV_COM_YES;TV_INFO_YES;TV_SPORT_YES;KORAN_LOW;KORAN_OUTLET;READ_PR;RADIO_LOW;RADIO_HP;RADIO_DAHLIA;MT;ST;TRAVEL_DOM;TRAVEL_NAT;TRAVEL_MOTOR;TIKET_OTS;SWIM_YES;SPA_NO;URUT_YES;GYM_YES;TEATER_YES;MALL_YES;CAFÉ_YES;KARAOKE_YES;TAMAN_YES;FUNPARK_YES;ASA;ASK_BPJS;ASJ_BPJS;MCU;MED_PUSKES;DRUG_APT;FEN;EED;PR_UMUM;STU_UMUM;BAHASA_YES;DAERAH_NO;ENGLISH_YES;ARAB_YES;MANDARIN_NO;BUKU_YES;BUKU_500;BIMBEL_YES;BIMOR_YES;BIMSIK_NO;BIMAG_YES;BIMBHS_YES;BIMSKIL_NO;BIMSAINS_NO;BIMBD_YES;BIMBUD_YES;VO;VO_NOCAR;VO_MOTOR;VO_NOBIKE;;;HONDA;2014;;;;;VO_COMMUTE;COM_ANGKOT;DFB;FMCG_KIOS;FMCG_INDO;AQUA;TEH PUCUK;KAPAL API;KUACI;;INDOMIE;MASAKO;ABC;PEPSODENT;LIFEBUOY;GARNIER;;HEAD & SHOULDERS;MARINA;;RINSO;MOLTO;PHILIPS;ABC;GILLETTE;HIT;STELLA;;;;;FSH;SHOP_BEAUTY;SHOP_1000;ONS;OL_NO;OL_CLOTH;DISCOUNT_YES;SHOP_TRANS;NSFA;OC_FASHION;TREND_OL;BCA;BEAU_PER;BEAU_PRICE;;;;;;;;;;;;;;;;;;;TCG;HP_YES;TAB_YES;PC_YES;LAPTOP_YES;PRINT_YES;DVD_NO;CONSOLE_YES;HOMETHE_YES;AUDIO_NO;WASHIN_NO;AC_YES;BLOW_YES;REFRIG_NO;OVEN_YES;RICE_NO;HEAT_YES;NOKIA;;OPPO;;SAMSUNG;SAMSUNG;SAAB;;;;;POLYTRON;SAMSUNG;POLYTRON;;SONY;;;;ADV;OPV;FNV;RGV;CTV;2454
7;JAWA BARAT;KOTA BANDUNG;UJUNG BERUNG;PASIR JATI;D0270;D0270P2;UX;M;MS;ME;LC;SEJ;EC_EMPLOYE;OHA;P;NIC;FB_NO;TWITTER_NO;INSTA_NO;SOCMED_NO;WA_NO;LINE_NO;TELE_NO;BBM_NO;MSGR_NO;INT_HP;TOP_NO;TV_RCTI;TV_MUSIC_NO;TV_DRAMA_NO;TV_RGL_NO;TV_QUIZ_YES;TV_NEWS_YES;TV_TALK_NO;TV_TALENT_NO;TV_VAR_NO;TV_COM_YES;TV_INFO_NO;TV_SPORT_NO;KORAN_NO;KORAN_NOBUY;READ_NO;RADIO_LOW;RADIO_HOME;RADIO_RRI;ST;ST;TRAVEL_DOM;TRAVEL_NAT;TRAVEL_CAR;TIKET_OTS;SWIM_YES;SPA_NO;URUT_NO;GYM_NO;TEATER_NO;MALL_NO;CAFÉ_NO;KARAOKE_NO;TAMAN_NO;FUNPAK_NO;ASA;ASK_BPJS;ASJ_BPJS;NCU;MED_PUSKES;DRUG_KIOS;FEP;NED;PR_UMUM;STU_NO;BAHASA_YES;DAERAH_YES;ENGLISH_NO;ARAB_NO;MANDARIN_NO;BUKU_NO;NUL;BIMBEL_NO;BIMOR_NO;BIMSIK_NO;BIMAG_NO;BIMBHS_NO;BIMSKIL_NO;BIMSAINS_NO;BIMBD_NO;BIMBUD_NO;NVO;VO_NOCAR;VO_NOMOTOR;VO_NOBIKE;;;;;;;;;VO_NOCOMMUTE;COM_OJEK;WFB;FMCG_MARKET;FMCG_INDO;AL MASOEM;;KAPAL API;;;INDOMIE;SASA;ABC;CIPTADENT;LIFEBUOY;;;CLEAR;;;;;;;;;;;;;;OSH;SHOP_DECOR;SHOP_500;OFS;OL_NO;OL_DECOR;DISCOUNT_NO;SHOP_CASH;NSFA;OC_FASHION;TREND_NONE;BCA;BEAU_COS;BEAU_QUAL;;;;;;;;;;;;;;;;;;;NUL;HP_YES;TAB_YES;PC_YES;LAPTOP_YES;PRINT_YES;DVD_YES;CONSOLE_YES;HOMETHE_YES;AUDIO_YES;WASHIN_NO;AC_YES;BLOW_YES;REFRIG_YES;OVEN_YES;RICE_YES;HEAT_YES;;;;;;;SHARP;;;;;;;;;;;;;NUL;OPV;FNV;RGV;CTV;1990
8;JAWA BARAT;KOTA BANDUNG;UJUNG BERUNG;PASIR JATI;D0080;D0080P1;UX;F;MS;ME;MLC;IMJ;EC-PASSIVE;OHA;P;MIC;FB_YES;TWITTER_NO;INSTA_YES;SOCMED_FB;WA_YES;LINE_NO;TELE_NO;BBM_NO;MSGR_WA;INT_HP;TOP_HEALTH;TV_RCTI;TV_MUSIC_YES;TV_DRAMA_YES;TV_RGL_YES;TV_QUIZ_NO;TV_NEWS_YES;TV_TALK_YES;TV_TALENT_NO;TV_VAR_NO;TV_COM_YES;TV_INFO_YES;TV_SPORT_NO;KORAN_NO;KORAN_NOBUY;READ_NO;RADIO_LOW;RADIO_HOME;RADIO_DAHLIA;ST;ST;TRAVEL_DOM;TRAVEL_NAT;TRAVEL_MOTOR;TIKET_OTS;SWIM_YES;SPA_NO;URUT_NO;GYM_NO;TEATER_NO;MALL_NO;CAFÉ_NO;KARAOKE_NO;TAMAN_YES;FUNPAK_NO;ASA;ASK_BPJS;ASJ_BPJS;NCU;MED_PUSKES;DRUG_KIOS;FEP;EED;PR_SWASTA;STU_NO;BAHASA_YES;DAERAH_YES;ENGLISH_NO;ARAB_NO;MANDARIN_NO;BUKU_YES;BUKU_250;BIMBEL_YES;BIMOR_YES;BIMSIK_NO;BIMAG_YES;BIMBHS_YES;BIMSKIL_YES;BIMSAINS_NO;BIMBD_NO;BIMBUD_YES;NVO;VO_NOCAR;VO_NOMOTOR;VO_NOBIKE;;;;;;;;;VO_NOCOMMUTE;COM_OJEK;DFB;FMCG_MARKET;NUL;AQUA;TEH GELAS;ABC;ROMA;;INDOMIE;ROYCO;ABC;PEPSODENT;LIFEBUOY;;;SUNSILK;CITRA;MOLTO;RINSO;;PHILIPS;;;AUTAN;;;;;;OSH;NUL;SHOP_500;OFS;OL_NO;OL_KITCH;DISCOUNT_NO;SHOP_CASH;SFA;OC_FASHION;TREND_OL;BCA;BEAU_FACE;BEAU_PRICE;;;;;;;;;;;;;;;;;;;NUL;HP_YES;TAB_YES;PC_YES;LAPTOP_YES;PRINT_YES;DVD_YES;CONSOLE_YES;HOMETHE_YES;AUDIO_YES;WASHIN_NO;AC_YES;BLOW_YES;REFRIG_YES;OVEN_YES;RICE_YES;HEAT_YES;;;;;;;SHARP;;;;;;;;;;;;;NUL;OPV;FNV;RGV;CTV;1937
9;JAWA BARAT;KOTA BANDUNG;UJUNG BERUNG;PASIR JATI;D0080;D0080P2;UY;F;NM;ME;LC;SCJ;EC-PASSIVE;OHA;C;HIC;FB_YES;TWITTER_NO;INSTA_YES;SOCMED_IG;WA_YES;LINE_YES;TELE_NO;BBM_NO;MSGR_WA;INT_HP;TOP_EDU;TV_RCTI;TV_MUSIC_YES;TV_DRAMA_YES;TV_RGL_YES;TV_QUIZ_NO;TV_NEWS_YES;TV_TALK_YES;TV_TALENT_YES;TV_VAR_YES;TV_COM_YES;TV_INFO_YES;TV_SPORT_YES;KORAN_NO;KORAN_NOBUY;READ_NO;RADIO_LOW;RADIO_HP;RADIO_ARDAN;ST;PT;TRAVEL_DOM;TRAVEL_FUN;TRAVEL_CAR;TIKET_OTS;SWIM_YES;SPA_NO;URUT_NO;GYM_NO;TEATER_YES;MALL_YES;CAFÉ_YES;KARAOKE_NO;TAMAN_NO;FUNPARK_YES;ASA;ASK_BPJS;ASJ_NO;MCU;MED_PUSKES;DRUG_APT;NUL;EED;PR_NO;STU_SWASTA;BAHASA_YES;DAERAH_YES;ENGLISH_NO;ARAB_NO;MANDARIN_NO;BUKU_NO;NUL;BIMBEL_NO;BIMOR_YES;BIMSIK_NO;BIMAG_YES;BIMBHS_NO;BIMSKIL_YES;BIMSAINS_NO;BIMBD_NO;BIMBUD_YES;NVO;VO_NOCAR;VO_NOMOTOR;VO_NOBIKE;;;;;;;;;VO_NOCOMMUTE;COM_BUS;WFB;FMCG_MARKET;FMCG_INDO;AQUA;TEH KOTAK;FRISIAN FLAG;ROMA;FOXS;SEDAAP;ROYCO;ABC;PEPSODENT;LUX;GARNIER;DETTOL;HEAD & SHOULDERS;NIVEA;;RINSO;KISPRAY;;;;BAYGON;;;;ENERGEN;SARI ROTI;FSH;SHOP_BEAUTY;SHOP_500;ONS;OL_SHOPEE;OL_CLOTH;DISCOUNT_YES;SHOP_TRANS;SFA;OC_FASHION;TREND_OL;BCA;BEAU_COS;BEAU_QUAL;PANTENE;;;ELLIPS;WARDAH;HNS;HNS;WARDAH;MAYBELLINE;MAYBELLINE;PURBASARI;EMINA;;PURBASARI;;;;;TCG;HP_YES;TAB_YES;PC_YES;LAPTOP_YES;PRINT_YES;DVD_YES;CONSOLE_YES;HOMETHE_YES;AUDIO_YES;WASHIN_NO;AC_YES;BLOW_YES;REFRIG_YES;OVEN_YES;RICE_YES;HEAT_YES;VIVO;;;;;;SHARP;;;;;;ARISA;;;;;;;ADV;OPV;FNV;NUL;NUL;1406
